STATION,STNAME,SHORTNAME,GAUGE,DATUM,CATCHAREA,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION,FISHING,FISH
232234,EAST MOORABOOL R U/S BOSTOCK RES,E MOORABOOL R BOSTOC,0.0,,0.0,55,250574.0,5835489.0,UTM,-37.59375984,144.1748912,WGS84,9,0.0,1,Y,N,1,2000-08-04,,232,0,
232235,DEVIL CREEK U/S MOORABOOL RESERVOIR,DEVIL CK U/S M'BOOL,,,,55,241056.221,5844911.768,AMG66,-37.50631,144.07054,WGS84,1,0.0,1,N,N,1,2001-05-09,,232,0,
232236,WEST MOORABOOL RIVER U/S MOORABOOL RESERVOIR,WEST MOORABOOL R,,,,55,241400.0,5846000.0,AMG66,-37.49661025,144.0748071,AGD66,1,0.0,1,N,N,1,2001-05-09,,232,0,
232237,BOLWARRA RES. H.G.,BOLWARRA RES HG,0.0,GAU,0.0,55,250636.0,5839391.0,UTM,-37.55864871,144.1769202,WGS84,9,0.0,0,Y,N,1,2002-05-23,,232,0,
232238,STONEY CREEK @ UPPER STONEY CK RES NO 2 H.G.,U.STONEY CK RES HG 2,0.0,AHD,0.0,55,253186.0,5810138.0,UTM,-37.82268713,144.1958504,WGS84,9,0.0,0,Y,N,1,2003-11-19,,232,0,
232239,STONEY CREEK @ UPPER STONEY CK RES NO 3 H.G.,U.STONEY CK RES HG 3,0.0,AHD,0.0,55,253352.0,5810042.0,UTM,-37.82359622,144.1977016,WGS84,9,0.0,0,Y,N,1,2003-11-19,,232,0,
232242,MOORABOOL R @ COOPERS CROSSING MEREDITH,MOORABOOL R MEREDITH,,,,55,247681.123,5805612.469,ANG,-37.86192,144.1318,WGS84,1,0.0,1,N,N,1,2007-02-02,,232,0,
232243,WHISKY CREEK @ WHISKY CREEK DIVERSION WEIR,WHISKY CK DIV. WEIR,,,,55,241549.3,5841454.5,UTM,-37.53756991,144.0748958,GDA94,,604.0,,N,N,1,2011-11-22,,232,0,
232704,NO 2 INFLOW CHANNEL @ UPPER STONEY CREEK RES,NO 2 I/FLOW CH STONY,0.0,GAU,0.0,55,252678.0,5811074.0,UTM,-37.81412349,144.1904048,WGS84,9,0.0,0,Y,N,1,2000-07-25,,232,0,
232705,BOSTOCK CHANNEL @ EGERTON ROAD,BOSTOCK CH EGERTON R,0.0,,0.0,55,250751.0,5831280.0,UTM,-37.63169926,144.17545980000003,WGS84,9,0.0,0,Y,N,1,2000-07-25,,232,0,
232706,KORWEINGUBOORA OUTLET CHANNEL @ KORWEINGUBOORA RES,KORWEINGUBOORA O/LET,0.0,GAU,0.0,55,248208.0,5844901.0,UTM,-37.5083852,144.1513523,WGS84,9,0.0,0,Y,N,1,2000-07-25,,232,0,
232708,BALLAN CHANNEL D/S BOSTOCK CHANNEL JUNCTION,BALLAN CH D/S BOSTOC,0.0,,0.0,55,253490.0,5826734.0,UTM,-37.67336408,144.20492990000002,WGS84,9,0.0,0,Y,N,1,2001-06-08,,232,0,
232709,BALLAN CHANNAL @ 26.1 KM GAUGE,BALLAN CH @ 26.1KM,0.0,,0.0,55,251498.0,5818828.0,UTM,-37.74399965,144.17967030000003,WGS84,9,0.0,1,Y,N,1,2000-08-04,,232,0,
232710,BALLAN CHANNEL @ 35.3 KM GAUGE,BALLAN CH @ 35.3 KM,0.0,,0.0,55,253257.0,5814489.0,UTM,-37.78353704,144.1981374,WGS84,9,0.0,0,Y,N,1,2000-08-04,,232,0,
232712,WILSON CHANNEL UPSTREAM BEALE'S RESERVOIR,WILSON CH U/S BEALES,,,,55,236415.9,5841837.4,UTM,-37.53267042,144.01700559999998,GDA94,,0.0,,N,N,1,2010-05-18,,232,0,
232713,BEALE CHANNEL @ BULLY PARK,BEALE CH BULLY PARK,,,,55,237319.6,5840231.8,UTM,-37.54738089,144.0266458,GDA94,,0.0,,N,N,1,2010-05-11,,232,0,
232714,MOORABOOL CHANNEL @ BULLY PARK,MOORABOOL C BULLY PK,,,,55,237278.7,5840100.6,UTM,-37.54855021,144.0261365,GDA94,,0.0,,N,N,1,2010-05-11,,232,0,
232715,MOORABOOL CHANNEL @ BUNGAREE,MOORABOOL C BUNGAREE,,,,54,763944.6999999998,5839851.8,UTM,-37.55044027,143.987784,GDA94,,0.0,,N,N,1,2010-05-26,,232,0,
232800,RAINGAUGE (STONY CK) @ UPPER STONEY CK RESERVOIR,R.G.STONY CK RES.,0.0,,0.0,55,254237.0,5810132.0,UTM,-37.82302472,144.2077761,WGS84,9,0.0,0,Y,N,1,2000-05-29,,232,0,
233200,BARWON RIVER @ POLLOCKSFORD,BARWON POLLOCKSFORD,24.074,AHD,2713.0,55,253492.0,5774521.0,UTM,-38.14339597,144.18710041,WGS84,9,0.0,1,Y,Y,1,1906-07-01,,233,0,
233201,BARWON RIVER @ WINCHELSEA,BARWON WINCHELSEA,0.0,ARB,1052.0,54,761548.8149999998,5763378.301,UTM,-38.23945,143.98842,WGS84,9,0.0,1,Y,Y,1,1922-02-16,,233,0,
233209,LEIGH RIVER @ INVERLEIGH,LEIGH @ INVERLEIGH,0.0,ARB,881.0,55,242392.0,5779017.0,UTM,-38.09982809,144.06221219,WGS84,9,64.0,9,n,N,1,1946-03-15,,233,0,
233211,BIRREGURRA CREEK @ RICKETTS MARSH,BIRREGURRA @ RICKETT,98.907,AHD,87.7,54,748217.0,5757511.0,UTM,-38.29604249,143.838326,WGS84,9,0.0,1,Y,Y,1,1953-06-19,,233,0,
233213,LEIGH RIVER @ SHELFORD,LEIGH @ SHELFORD,0.0,,839.0,54,761375.0,5788449.0,UTM,-38.01385278,143.97725280000003,WGS84,9,0.0,1,Y,Y,1,1954-05-12,,233,0,
233214,BARWON RIVER EAST BRANCH @ FORREST,BARWON @ FORREST,0.0,ARB,17.0,54,737900.0,5731500.0,,-38.53298808,143.7292796,,1,0.0,1,Y,Y,1,1955-05-27,,233,0,
233215,LEIGH RIVER @ MOUNT MERCER,LEIGH @ MERCER,0.0,ARB,593.0,54,756918.0,5811162.0,UTM,-37.81068186,143.9184477,WGS84,9,300.0,9,Y,Y,1,1956-10-11,,233,0,
233217,BARWON RIVER @ GEELONG,BARWON @ GEELONG,0.0,ARB,3925.0,55,267562.0,5772691.0,UTM,-38.16360559,144.34689219,WGS84,9,0.0,1,Y,Y,1,1960-11-18,,233,0,
233218,BARWON RIVER @ INVERLEIGH,BARWON @ INVERLEIGH,0.0,,1269.0,54,762042.0,5773384.0,UTM,-38.14925264,143.9903598,WGS84,9,0.0,1,Y,Y,1,1961-03-15,,233,0,
233223,WARRAMBINE CREEK @ WARRAMBINE,WARRAMBINE @ WARRAMB,0.0,ARB,57.0,54,751925.0,5798213.0,UTM,-37.928637,143.8663116,WGS84,9,186.0,9,Y,N,1,1970-06-02,,233,0,
233224,BARWON RIVER @ RICKETTS MARSH,BARWON @ RICKETTS,96.823,AHD,593.0,54,747700.0,5754286.0,UTM,-38.32521467,143.8335511,WGS84,9,0.0,1,Y,Y,1,1971-07-27,,233,0,
233228,BOUNDARY CREEK @ YEODENE,BOUNDARY @ YEODENE,0.0,ARB,39.0,54,736670.0,5743949.0,UTM,-38.42125009,143.7109799,WGS84,9,0.0,1,Y,Y,1,1979-06-23,,233,0,
233229,BOUNDARY CREEK @ D/S OF MACDONALDS DAM,BOUNDARY @ MACDONALD,,,,54,734164.0,5745422.9,MGA94,-38.40877494,143.68182753,GDA94,1,0.0,1,N,N,1,1989-12-04,,233,0,
233231,BOUNDARY CREEK @ U/S OF MCDONALDS DAM,BOUNDARY @ MCDONALDS,0.0,ARB,27.0,54,733561.2639999999,5745991.701,,-38.403679,143.674728,WGS84,1,0.0,1,N,N,1,1989-12-04,,233,0,
233240,MATTHEWS CREEK @ CHANNEL OFFTAKE,MATTHEWS CK @ O/TAKE,0.0,ARB,18.6,54,747509.0,5742439.0,UTM,-38.43190511,143.83553139,GDA94,9,0.0,1,Y,N,1,2000-08-02,,233,0,
233244,WEST BARWON RIVER @ WEST BARWON RESERVOIR H.G.,WEST BARWON RES H.G.,0.0,,0.0,54,737093.0,5731708.0,UTM,-38.53133107,143.71996055,WGS84,9,0.0,1,Y,N,1,2001-11-28,,233,0,
233245,WEST BARWON RIVER @ COMPENSATION WEIR SPILLWAY,WEST BARWON COMP WER,0.0,GAU,51.0,54,737400.0,5732167.0,UTM,-38.52711738,143.72332295,WGS84,9,0.0,0,Y,N,1,2000-09-01,,233,0,
233246,CALLAHAN CREEK @ OFFTAKE,CALLAHAN CK O/TAKE,0.0,GAU,34.2,54,740743.0,5735175.0,UTM,-38.49914272,143.76059608,WGS84,9,0.0,0,Y,N,1,2000-11-10,,233,0,
233247,BARWON RIVER @ KILDEAN LANE,BARWON R @ KILDEAN,0.0,ARB,864.0,54,756880.2759999998,5756880.464,UTM,-38.29928,143.9375,WGS84,9,0.0,1,Y,Y,1,1993-06-17,,233,0,
233250,AGROFORESTRY SITE @ RACECOURSE PADDOCK GERANGAMETE,AGROFORESTRY SITE,0.0,ARB,1.0,54,738357.0,5740918.0,UTM,-38.4480865,143.73131223,WGS84,9,0.0,1,Y,N,1,1994-07-28,,233,0,
233257,DEWING CREEK @ BIBIRAGURRA-FORREST ROAD,DEWING CK,0.0,,0.0,54,741663.0,5739035.0,UTM,-38.46414762,143.76980321,WGS84,9,0.0,1,Y,N,1,2000-08-02,,233,0,
233258,PENNYROYAL CREEK @ RAILWAY CULVERT,P'ROYAL C RAILWAY CV,0.0,ARB,0.0,54,749577.0,5744978.0,UTM,-38.40847616,143.85829433,WGS84,9,149.0,9,Y,N,1,2000-08-07,,233,0,
233259,WURDIBOLUC RESERVOIR H.G.,WURDIBOLUC RES HG,0.0,,0.0,55,241998.0,5758756.0,UTM,-38.28207755,144.05037238,WGS84,9,0.0,0,Y,N,1,2003-04-08,,233,0,
233267,WEST BARWON R U/S BARRAMUNGA,WEST BARWON BARRAMUA,0.0,ARB,0.0,54,736231.0,5726314.0,ANG,-38.5801,143.7119,AGD66,1,0.0,1,,N,1,2006-12-11,,233,0,
233268,EAST BARWON RIVER @ FLUME,E. BARWON R @ FLUME,0.0,ARB,0.0,54,738162.0,5734190.0,UTM,-38.50870317,143.7313663,WGS84,9,0.0,1,N,N,1,2009-07-03,,233,0,
233269,BARWON RIVER U/S LOWER BARRAGE OF GEELONG WETLANDS,BARWON R U/S BARRAGE,0.0,AHD,0.0,55,273342.0,5767266.0,UTM,-38.21392033,144.41107426,WGS84,,0.0,,Y,N,1,2012-04-23,,233,0,
233271,CLARKES CREEK D/S DIVERSION WEIR,CLARKES CK DIV WEIR,,,,54,759080.8,5843987.7,UTM,-37.51459515,143.9313375,GDA94,,0.0,,N,N,1,2011-05-12,,233,0,
233272,FELLMONGERS CREEK @ GONG GONG RES. H.G.,FELLMONGERS C AT RES,,,,54,759124.8,5840255.8,UTM,-37.54817112,143.9331475,GDA94,,0.0,,y,N,1,2011-03-01,,233,0,
233273,BOUNDARY CREEK @ BARONGAROOK,BOUNDARY CK BARONGAR,,,,54,729923.5,5744889.6,MGA94,-38.41467698,143.63348433,GDA94,,215.0,,N,N,1,2014-06-23,,233,0,
233274,Fellmongers Creek @ U/S Gong Gong Reservoir,Fellmongers Ck,,,,54,759712.4209999999,5841547.754,MGA94,-37.536376,143.939334,GDA94,,0.0,,N,N,1,2017-06-23,,233,0,
233275,Boundary Creek @ U/S Big Swamp,Boundary Ck U/S,,,,54,735028.1999999998,5743835.3,,-38.42270704258656,143.69223091156348,GDA94,,0.0,,Y,N,1,,,0,0,
233600,LAKE MURDEDUKE,LAKE MURDEDUKE,114.0,AHD,0.0,54,755573.0,5769909.0,UTM,-38.18238647,143.91787415,WGS84,9,0.0,1,Y,N,1,1980-02-01,,233,0,
233603,REEDY LAKE AT CONNEWARRE,REEDY LK CONNEWERRE,,,,55,274821.003,5767928.02,MGA94,-38.2084635,144.4281478,GDA94,,0.0,,,N,1,2016-04-15,,233,0,
233604,HOSPITAL SWAMP AT CONNEWARRE,HOSPITAL SWAMP CONNE,,,,55,272454.002,5765454.02,MGA94,-38.2301424,144.400346,GDA94,,0.0,,,N,1,2016-04-18,,233,0,
233605,GILES CREEK @ KIRKS RESERVOIR H.G,GILES CK @ KIRKS,,,,54,759291.552,5839795.914,MGA94,-37.552394,143.935211,GDA94,,0.0,,N,N,1,2018-02-15,,233,0,
233703,WURDIBOLUC INLET CHANNEL @ EAST BARWON OFFTAKE,WURDIBOLUC INLET CH,0.0,GAU,0.0,54,738157.0,5734197.0,UTM,-38.5086415,143.73130658,WGS84,9,0.0,0,Y,N,1,2000-07-25,,233,0,
233704,CALLAHAN CHANNEL @ OFFTAKE,CALLAHAN CH @ O/TAKE,0.0,,0.0,54,740792.0,5735154.0,UTM,-38.49931851,143.76116458,WGS84,9,0.0,0,Y,N,1,2000-09-01,,233,0,
233706,PINCOTT CHANNEL D/S PINCOTT RESERVOIR,PINCOTT CH D/S RES.,,,,54,760827.716,5840228.125,UTM,-37.54794,143.95241,WGS84,1,0.0,1,N,N,1,1997-05-22,,233,0,
233707,PINCOTT-WHITE SWAN CHANNEL U/S LONG HILL AQUADUCT,PINCOTT-W. SWANN CH.,,,,54,759505.1169999999,5841775.973,ANG,-37.53438,143.93691,WGS84,1,0.0,1,N,N,1,2005-10-06,,233,0,
233708,BEALE-PINCOTT CHANNEL @ KIERCES RD,BEALE-PINCOTT CH.,,,,54,762249.822,5840165.529,UTM,-37.5481,143.96851,WGS84,1,0.0,1,N,N,1,1997-05-22,,233,0,
233709,MATTHEWS CHANNEL @ SYPHON,MATTHEWS CH @ SYPHON,0.0,,0.0,54,747425.774,5742484.457,UTM,-38.431519,143.834563,WGS84,9,0.0,0,Y,N,1,2000-07-06,,233,0,
233710,PENNYROYAL CHANNEL D/S OF OFFTAKE,PENNYROYAL C D/S O/T,0.0,,0.0,54,749562.0,5744926.0,UTM,-38.4089484,143.85814119,WGS84,9,152.0,9,Y,N,1,2000-07-06,,233,0,
233711,WURDIBOLUC CHANNEL @ 8.5 MILE,WURDIBOLUC CH 8.5M,0.0,GAU,0.0,54,742541.0,5740586.0,UTM,-38.44994796,143.77931926,WGS84,9,150.0,9,Y,N,1,2000-07-06,,233,0,
233712,WURDIBOLUC INLET CHANNEL @ 12 MILE,WURDIBOLUC 12 MIL,0.0,ARB,0.0,54,745360.0,5743212.0,UTM,-38.42554003,143.81066948,WGS84,9,0.0,0,Y,N,1,2000-08-02,,233,0,
233718,BALLARAT STH WASTE WATER TREATMENT PLANT O/FALL,BALLARAT S WWTP O/F,,,,54,751125.099,5833395.964,AMG66,-37.61214,143.84505,WGS84,1,0.0,1,N,N,1,2001-08-29,,233,0,
233723,WURDIBOLUC INLET CHANNEL @ DEWINGS SYPHON,WBIC AT DEWINGS SYPH,,,,54,741690.544,5739097.562,UTM,-38.463577,143.770097,WGS84,,0.0,,N,N,1,2014-07-16,,233,0,
233724,DEWING'S CHANNEL @ WBIC JUNCTION,DEWING'S CH AT WBIC,,,,54,741412.8,5738793.3,MGA94,-38.46652441,143.7670324,GDA94,,0.0,,y,N,1,2015-01-13,,233,0,
233801,RAINGAUGE (WEST BARWON R) @ WEST BARWON DAM,RG WEST BARWON R,0.0,,0.0,54,737045.0,5731690.0,UTM,-38.53150589,143.71941657,WGS84,9,0.0,1,Y,N,1,1995-05-11,,233,0,
233802,RAINGAUGE MOUNT SABINE,R.G. MT SABINE,0.0,,0.0,54,737636.0,5721414.0,UTM,-38.62385017,143.72969074,WGS84,9,0.0,1,Y,N,1,1996-12-20,,233,0,
233803,RAINGAUGE MOUNT COWLEY,R.G. MT COWLEY,0.0,,0.0,54,749264.0,5729503.0,UTM,-38.54785239,143.86021699,WGS84,9,0.0,1,Y,N,1,1996-12-20,,233,0,
233813,RAINGAUGE @ BOONAH,R.G. BOONAH,0.0,,0.0,54,760023.0,5744518.0,UTM,-38.40963885,143.97795121,WGS84,9,0.0,0,Y,N,1,2000-05-29,,233,0,
233814,RAINGAUGE @ BENWERIN,R.G. BENWERIN,0.0,,0.0,54,754145.0,5736497.0,UTM,-38.48352252,143.91361767,WGS84,9,0.0,0,Y,N,1,1999-04-09,,233,0,
233815,RAINGAUGE @ BUNINYONG,R.G. BUNINYONG,0.0,,0.0,54,759582.0,5826394.0,UTM,-37.67282038,143.943234,WGS84,9,0.0,0,Y,N,1,2000-05-29,,233,0,
234200,WOADY YALOAK RIVER @ PITFIELD,WOADY YALOAK@PITFI'D,0.0,ARB,324.0,54,727619.6,5812255.0,UTM,-37.808599,143.58558,WGS84,9,0.0,1,Y,N,1,1917-08-07,,234,0,
234201,WOADY YALOAK RIVER @ CRESSY (YARIMA),WOADY YALOAK@CRESSY,0.0,,1158.0,54,732002.0,5789557.0,UTM,-38.01187153,143.6426602,WGS84,9,0.0,1,Y,Y,1,1955-05-08,,234,0,
234203,PIRRON YALLOCK CREEK @ PIRRON YALLOCK (ABOVE H'WY BR.),PIRRON YAL'K @HWY BR,121.699,AHD,166.0,54,711410.0,5752133.0,UTM,-38.35389484,143.41943015,WGS84,9,0.0,1,Y,Y,1,1964-04-30,,234,0,
234205,NO. 1 WATERWAY @ LAKE TERANGPOM,NO 1 WATERWAY,0.0,ARB,0.0,54,703252.0,5779116.0,UTM,-38.11279941,143.31840883,WGS84,9,0.0,1,Y,N,1,1963-07-30,,234,0,
234209,DEAN CREEK @ LAKE COLAC,DEAN @ LAKE COLAC,0.0,ARB,49.0,54,723596.0,5753521.0,UTM,-38.33843869,143.55832482,WGS84,9,0.0,1,Y,N,1,1975-11-12,,234,0,
234603,LAKE CORANGAMITE @ WOOL WOOL,L. CORANGAMITE WOOL,0.0,AHD,0.0,54,711504.665,5766490.739,UTM,-38.22459,143.41622,WGS84,9,112.0,9,Y,N,1,2003-05-27,,234,0,
234605,LAKE GNARPURT @ GNARPURT,LAKE GNARPURT,0.0,AHD,0.0,54,712242.0,5783572.0,UTM,-38.07060697,143.4195475,WGS84,9,0.0,1,Y,N,1,1966-08-01,,234,0,
234606,LAKE COLONGULAC @ CAMPERDOWN,LAKE COLANGULAC,0.0,AHD,0.0,54,688277.0,5769980.0,UTM,-38.19832665,143.15012629,WGS84,9,0.0,1,Y,N,1,1965-04-30,,234,0,
234607,LAKE GNOTUK @ CAMPERDOWN,LAKE GNOTUK,0.0,AHD,0.0,54,683790.0,5766708.0,UTM,-38.2287229,143.09976378,WGS84,9,0.0,1,Y,N,1,1964-12-18,,234,0,
234608,LAKE BULLEM MERRI @ CAMPERDOWN (SOUTH END),LAKE BULLEN MERRI,0.0,AHD,0.0,54,683601.0,5763146.0,UTM,-38.26084242,143.09852834,WGS84,9,0.0,1,Y,N,1,1978-05-04,,234,0,
234609,LAKE TOOLIOROOK @ LISMORE,LAKE TOOLIOROOK,0.0,AHD,0.0,54,700628.0,5794148.0,UTM,-37.97801384,143.28428799999998,WGS84,9,0.0,1,Y,N,1,1965-07-19,,234,0,
234610,LAKE BOOKAR @ CAMPERDOWN,LAKE BOOKAR,0.0,,0.0,54,684509.0,5776360.0,UTM,-38.14164518,143.10546843,WGS84,9,0.0,1,Y,N,1,1979-07-20,,234,0,
234611,LAKE KARIAH @ CAMPERDOWN,LAKE KARIAH,0.0,AHD,0.0,54,693926.0,5772855.0,UTM,-38.17123599,143.21381004,WGS84,9,0.0,1,Y,N,1,1979-07-20,,234,0,
234801,RAINGAUGE (LAKE COLAC) @ COLAC,R.G. COLAC,,,,54,726384.6999999998,5753417.2,MGA94,-38.33884,143.59028,GDA94,,0.0,,,N,1,2016-01-29,,234,0,
235202,GELLIBRAND RIVER @ UPPER GELLIBRAND,GELLIBRAND @ GELLI.,0.0,ARB,53.0,54,731446.0,5728372.0,UTM,-38.56284937,143.65634816,WGS84,9,0.0,1,Y,Y,1,1949-08-25,,235,0,
235203,CURDIES RIVER @ CURDIE,CURDIES @ CURDIE,3.897,AHD,790.0,54,671064.0,5742982.0,UTM,-38.44498055,142.9601945,WGS84,9,15.0,9,Y,Y,1,1955-10-05,,235,0,
235204,LITTLE AIRE CREEK @ BEECH FOREST,LITTLE AIRE @ BEECH,0.0,ARB,11.0,54,720083.0,5718476.0,UTM,-38.6548305,143.52918148,WGS84,9,420.0,9,Y,N,1,1955-04-14,,235,0,
235205,ARKINS CREEK WEST BRANCH @ WYELANGTA,ARKINS @ WYELANGTA,343.045,AHD,4.43,54,712640.0,5720374.0,UTM,-38.63955922,143.44313969,WGS84,9,0.0,1,Y,Y,1,1958-02-13,,235,0,
235209,AIRE RIVER @ BEECH FOREST,AIRE @ BEECH FOREST,0.0,ARB,21.0,54,724574.0,5716833.0,UTM,-38.66849499,143.58127493,WGS84,9,297.0,9,Y,Y,1,1964-03-12,,235,0,
235210,LARDNER CREEK @ GELLIBRAND,LARDNER @ GELLIBRAND,65.249,AHD,52.0,54,721780.0,5731882.0,UTM,-38.5337127,143.54439882,WGS84,9,0.0,1,Y,N,1,1964-06-18,,235,0,
235211,KENNEDYS CREEK @ KENNEDYS CREEK,KENNEDYS @ KENNEDYS,0.0,ARB,268.0,54,696535.0,5726391.0,UTM,-38.58909395,143.2565402,WGS84,9,0.0,1,Y,Y,1,1964-06-17,,235,0,
235216,CUMBERLAND RIVER @ LORNE,CUMBERLAND @ LORNE,0.0,ARB,38.0,54,756757.0,5726523.0,UTM,-38.57254132,143.94718864,WGS84,9,0.0,1,Y,Y,1,1966-05-01,,235,0,
235219,AIRE RIVER @ WYELANGTA,AIRE @ WYELANGTA,0.0,ARB,90.0,54,715422.0,5713234.0,UTM,-38.7031718,143.47729189,WGS84,9,0.0,1,Y,N,1,1967-03-29,,235,0,
235222,SALT CREEK @ ALCOA,ANGLESEA @ ANGLESEA,0.0,ARB,52.0,55,253472.0,5747581.0,MGA94,-38.386024853085495,144.1774814546496,GDA94,1,0.0,1,N,N,1,1967-06-08,,235,0,
235224,GELLIBRAND RIVER @ BURRUPA,GELLIBRAND @ BURRUPA,1.098,AHD,1046.0,54,695504.0,5713931.0,UTM,-38.70152297,143.2482161,WGS84,9,0.0,1,Y,Y,1,1969-03-20,,235,0,
235225,GELLIBRAND RIVER @ CARLISLE RIVER (PUMPING STATION),GELLIBRAND @CARLIS.P,0.0,,495.0,54,706301.99,5729478.946000001,,-38.559074,143.367681,WGS84,1,0.0,1,N,N,1,1969-12-01,,235,0,
235227,GELLIBRAND RIVER @ BUNKERS HILL,GELLIBRAND @ BUNKERS,49.783,AHD,311.0,54,716447.566,5733095.498,UTM,-38.5241,143.4829,WGS84,9,0.0,1,Y,Y,1,1970-03-10,,235,0,
235232,PAINKALAC CREEK @ PAINKALAC CREEK DAM,PAINKALAC CREEK DAM,18.578,AHD,36.0,55,244326.0,5741054.0,UTM,-38.44207078,144.07053536,WGS84,9,0.0,1,Y,N,1,1974-03-26,,235,1,"bream, estuary perch"
235233,BARHAM RIVER EAST BRANCH @ APOLLO BAY PARADISE,BARHAM EAST @ APOLLO,0.0,ARB,43.0,54,728101.0,5707121.0,UTM,-38.75502396,143.62497305,WGS84,9,0.0,1,Y,N,1,1977-10-12,,235,0,
235234,LOVE CREEK @ GELLIBRAND,LOVE @ GELLIBRAND,90.924,AHD,75.0,54,724325.0,5737426.0,UTM,-38.48316225,143.57179241,WGS84,9,0.0,1,Y,Y,1,1979-05-02,,235,0,
235237,SCOTTS CREEK @ CURDIE (DIGNEYS BRIDGE),SCOTTS @ CURDIE,6.827000000000001,AHD,361.0,54,673554.0,5742621.0,UTM,-38.44770604,142.9888108,WGS84,9,0.0,1,Y,Y,1,1982-04-27,,235,0,
235249,WEST GELLIBRAND RESERVOIR @ SPILLWAY,W GELLIBRAND SPILL'Y,339.999,AHD,0.0,54,731067.0,5724368.0,UTM,-38.59899314,143.65332942,WGS84,9,0.0,0,Y,N,1,1999-06-21,,235,0,
235250,OLANGOLAH WEIR @ SPILLWAY,OLANGOLAH WEIR,0.0,GAU,0.0,54,733535.0,5722851.0,UTM,-38.61200347,143.68214933,WGS84,9,0.0,0,Y,N,1,1999-06-22,,235,0,
235255,THOMPSON CREEK @ GHAZEEPORE,THOMPSON C GHAZEEPOR,0.0,ARB,184.0,55,263241.0,5760738.0,UTM,-38.27008794,144.29363577,WGS84,9,0.0,1,Y,N,1,1994-07-26,,235,0,
235256,ST. GEORGE RIVER @ ALLENVALE RESERVOIR (H.G.),ALLENVALE RES H.G.,0.0,AHD,0.0,54,756682.0,5730371.0,UTM,-38.53793069,143.94491432,WGS84,9,0.0,0,Y,N,1,1999-03-26,,235,0,
235257,PAINKALAC CREEK @ U/S PAINKALAC DAM,PAINKALAC DAM,0.0,GAU,0.0,55,242163.0,5741639.0,UTM,-38.43618368,144.04599725,WGS84,9,0.0,0,Y,N,1,1999-03-25,,235,1,"bream, estuary perch"
235258,GELLIBRAND RIVER D/S SOUTH OTWAY PUMPS BRIDGE,GELLIBRAND R OTWAY,0.0,GAU,0.0,54,697075.0,5721317.0,ANG,-38.63466501,143.2641722,AGD66,1,0.0,1,N,N,1,1998-01-08,,235,0,
235260,ANGLESEA RIVER (MARSHY CREEK) @ ALCOA,,,,,55,253092.0,5747162.0,MGA94,-38.38969160286224,144.1729887635347,GDA94,,0.0,,N,N,1,,,235,1,"bream, estuary perch, mullet, Australian salmon, trevally"
235264,PAIKALAC CREEK @ PAINKALAC RES. H.G.,PAINKALAC RES HG,0.0,AHD,0.0,55,244038.0,5740993.0,UTM,-38.44253729,144.06721727,WGS84,9,0.0,0,Y,N,1,2003-12-10,,235,0,
235265,MARINGO BASIN @ MARINGO RES. H.G.,MARINGO BASIN H.G.,0.0,,0.0,54,730692.0,5704358.0,UTM,-38.77922324,143.65568309,WGS84,9,0.0,1,Y,N,1,2002-05-01,,235,0,
235266,GELLIBRAND RIVER D/S WEST GELLIBRAND DAM,GELLIBRAND R D/S DAM,0.0,ARB,0.0,54,731200.0,5725047.0,UTM,-38.59284599,143.65462984,WGS84,9,0.0,0,Y,N,1,2004-09-30,,235,0,
235267,OLANGOLAH CREEK D/S OLANGOLAH RESERVOIR,OLANGOLAH C D/S RES.,0.0,ARB,0.0,54,733398.0,5723139.0,UTM,-38.60944693,143.68048095,WGS84,9,0.0,1,Y,N,1,2004-09-30,,235,0,
235268,CURDIES RIVER @ PETERBOROUGH,CURDIES @ PETERB'RGH,0.0,ARB,0.0,54,662313.0,5729965.0,UTM,-38.56381809,142.86299735,WGS84,9,5.0,9,Y,N,1,2008-10-03,,235,0,
235269,GELLIBRAND RIVER @ PRINCETOWN,GELLIBRAND @ PRNCTWN,0.0,AHD,0.0,54,687424.0,5714665.0,UTM,-38.69666221,143.15516329,WGS84,9,3.0,9,Y,N,1,2008-11-01,,235,1,"mullet, bream, Australian salmon"
235270,UPPER ANGLESEA RIVER (V-NOTCH) @ AARC,,,,,55,247044.0,5753546.0,MGA94,-38.330540567909964,144.1061124696099,GDA94,,0.0,,N,N,1,,,235,1,"bream, estuary perch, mullet, Australian salmon, trevally"
235271,UPPER ANGLESEA RIVER (POOL) @ AARC,,,,,55,246682.0,5753606.0,MGA94,-38.329898291133496,144.10199750897542,GDA94,,0.0,,N,N,1,,,235,1,"bream, estuary perch, mullet, Australian salmon, trevally"
235272,ANGLESEA WETLANDS @ ALLARDYLE TRACK,,,,,55,253041.0,5748034.0,MGA94,-38.381828383814685,144.17271131962602,GDA94,,0.0,,N,N,1,,,235,0,
235273,BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,,,,,55,243434.0,5747656.0,MGA94,-38.38252749936449,144.0627199449139,GDA94,,0.0,,N,N,1,,,235,0,
