STATION,STNAME,SHORTNAME,GAUGE,DATUM,CATCHAREA,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION
232710,BALLAN CHANNEL @ 35.3 KM GAUGE,BALLAN CH @ 35.3 KM,0,,0,55,253257,5814489,UTM,-37.783537039999999,144.19813740000001,WGS84,9,0,0,Y,N,1,2000-08-04,,232
232712,WILSON CHANNEL UPSTREAM BEALE'S RESERVOIR,WILSON CH U/S BEALES,,,,55,236415.89999999999,5841837.4000000004,UTM,-37.532670420000002,144.0170056,GDA94,,0,,N,N,1,2010-05-18,,232
232713,BEALE CHANNEL @ BULLY PARK,BEALE CH BULLY PARK,,,,55,237319.60000000001,5840231.7999999998,UTM,-37.547380889999999,144.02664580000001,GDA94,,0,,N,N,1,2010-05-11,,232
232714,MOORABOOL CHANNEL @ BULLY PARK,MOORABOOL C BULLY PK,,,,55,237278.70000000001,5840100.5999999996,UTM,-37.548550210000002,144.02613650000001,GDA94,,0,,N,N,1,2010-05-11,,232
232715,MOORABOOL CHANNEL @ BUNGAREE,MOORABOOL C BUNGAREE,,,,54,763944.69999999995,5839851.7999999998,UTM,-37.550440270000003,143.987784,GDA94,,0,,N,N,1,2010-05-26,,232
232800,RAINGAUGE (STONY CK) @ UPPER STONEY CK RESERVOIR,R.G.STONY CK RES.,0,,0,55,254237,5810132,UTM,-37.823024719999999,144.20777609999999,WGS84,9,0,0,Y,N,1,2000-05-29,,232
233200,BARWON RIVER @ POLLOCKSFORD,BARWON POLLOCKSFORD,24.074000000000002,AHD,2713,55,253492,5774521,UTM,-38.14339597,144.18710041,WGS84,9,0,1,Y,Y,1,1906-07-01,,233
233201,BARWON RIVER @ WINCHELSEA,BARWON WINCHELSEA,0,ARB,1052,54,761548.81499999994,5763378.301,UTM,-38.239449999999998,143.98841999999999,WGS84,9,0,1,Y,Y,1,1922-02-16,,233
233209,LEIGH RIVER @ INVERLEIGH,LEIGH @ INVERLEIGH,0,ARB,881,55,242392,5779017,UTM,-38.099828090000003,144.06221219,WGS84,9,64,9,n,N,1,1946-03-15,,233
233211,BIRREGURRA CREEK @ RICKETTS MARSH,BIRREGURRA @ RICKETT,98.906999999999996,AHD,87.700000000000003,54,748217,5757511,UTM,-38.296042489999998,143.838326,WGS84,9,0,1,Y,Y,1,1953-06-19,,233
233213,LEIGH RIVER @ SHELFORD,LEIGH @ SHELFORD,0,,839,54,761375,5788449,UTM,-38.013852780000001,143.9772528,WGS84,9,0,1,Y,Y,1,1954-05-12,,233
233214,BARWON RIVER EAST BRANCH @ FORREST,BARWON @ FORREST,0,ARB,17,54,737900,5731500,,-38.532988080000003,143.72927960000001,,1,0,1,Y,Y,1,1955-05-27,,233
233215,LEIGH RIVER @ MOUNT MERCER,LEIGH @ MERCER,0,ARB,593,54,756918,5811162,UTM,-37.810681860000003,143.9184477,WGS84,9,300,9,Y,Y,1,1956-10-11,,233
233217,BARWON RIVER @ GEELONG,BARWON @ GEELONG,0,ARB,3925,55,267562,5772691,UTM,-38.163605590000003,144.34689219000001,WGS84,9,0,1,Y,Y,1,1960-11-18,,233
233218,BARWON RIVER @ INVERLEIGH,BARWON @ INVERLEIGH,0,,1269,54,762042,5773384,UTM,-38.14925264,143.99035979999999,WGS84,9,0,1,Y,Y,1,1961-03-15,,233
233223,WARRAMBINE CREEK @ WARRAMBINE,WARRAMBINE @ WARRAMB,0,ARB,57,54,751925,5798213,UTM,-37.928637000000002,143.86631159999999,WGS84,9,186,9,Y,N,1,1970-06-02,,233
233224,BARWON RIVER @ RICKETTS MARSH,BARWON @ RICKETTS,96.822999999999993,AHD,593,54,747700,5754286,UTM,-38.325214670000001,143.83355109999999,WGS84,9,0,1,Y,Y,1,1971-07-27,,233
233228,BOUNDARY CREEK @ YEODENE,BOUNDARY @ YEODENE,0,ARB,39,54,736670,5743949,UTM,-38.421250090000001,143.71097990000001,WGS84,9,0,1,Y,Y,1,1979-06-23,,233
233229,BOUNDARY CREEK @ D/S OF MACDONALDS DAM,BOUNDARY @ MACDONALD,,,,54,734164,5745422.9000000004,MGA94,-38.408774940000001,143.68182752999999,GDA94,1,0,1,N,N,1,1989-12-04,,233
233231,BOUNDARY CREEK @ U/S OF MCDONALDS DAM,BOUNDARY @ MCDONALDS,0,ARB,27,54,733561.26399999997,5745991.7010000004,,-38.403678999999997,143.67472799999999,WGS84,1,0,1,N,N,1,1989-12-04,,233
233240,MATTHEWS CREEK @ CHANNEL OFFTAKE,MATTHEWS CK @ O/TAKE,0,ARB,18.600000000000001,54,747509,5742439,UTM,-38.431905110000002,143.83553139,GDA94,9,0,1,Y,N,1,2000-08-02,,233
233244,WEST BARWON RIVER @ WEST BARWON RESERVOIR H.G.,WEST BARWON RES H.G.,0,,0,54,737093,5731708,UTM,-38.53133107,143.71996055,WGS84,9,0,1,Y,N,1,2001-11-28,,233
233245,WEST BARWON RIVER @ COMPENSATION WEIR SPILLWAY,WEST BARWON COMP WER,0,GAU,51,54,737400,5732167,UTM,-38.52711738,143.72332295000001,WGS84,9,0,0,Y,N,1,2000-09-01,,233
233246,CALLAHAN CREEK @ OFFTAKE,CALLAHAN CK O/TAKE,0,GAU,34.200000000000003,54,740743,5735175,UTM,-38.499142720000002,143.76059608,WGS84,9,0,0,Y,N,1,2000-11-10,,233
233247,BARWON RIVER @ KILDEAN LANE,BARWON R @ KILDEAN,0,ARB,864,54,756880.27599999995,5756880.4639999997,UTM,-38.299280000000003,143.9375,WGS84,9,0,1,Y,Y,1,1993-06-17,,233
233250,AGROFORESTRY SITE @ RACECOURSE PADDOCK GERANGAMETE,AGROFORESTRY SITE,0,ARB,1,54,738357,5740918,UTM,-38.448086500000002,143.73131222999999,WGS84,9,0,1,Y,N,1,1994-07-28,,233
233257,DEWING CREEK @ BIBIRAGURRA-FORREST ROAD,DEWING CK,0,,0,54,741663,5739035,UTM,-38.464147619999999,143.76980320999999,WGS84,9,0,1,Y,N,1,2000-08-02,,233
233258,PENNYROYAL CREEK @ RAILWAY CULVERT,P'ROYAL C RAILWAY CV,0,ARB,0,54,749577,5744978,UTM,-38.408476159999999,143.85829433000001,WGS84,9,149,9,Y,N,1,2000-08-07,,233
233259,WURDIBOLUC RESERVOIR H.G.,WURDIBOLUC RES HG,0,,0,55,241998,5758756,UTM,-38.282077549999997,144.05037238,WGS84,9,0,0,Y,N,1,2003-04-08,,233
233267,WEST BARWON R U/S BARRAMUNGA,WEST BARWON BARRAMUA,0,ARB,0,54,736231,5726314,ANG,-38.580100000000002,143.71190000000001,AGD66,1,0,1,,N,1,2006-12-11,,233
233268,EAST BARWON RIVER @ FLUME,E. BARWON R @ FLUME,0,ARB,0,54,738162,5734190,UTM,-38.508703169999997,143.73136629999999,WGS84,9,0,1,N,N,1,2009-07-03,,233
233269,BARWON RIVER U/S LOWER BARRAGE OF GEELONG WETLANDS,BARWON R U/S BARRAGE,0,AHD,0,55,273342,5767266,UTM,-38.213920330000001,144.41107425999999,WGS84,,0,,Y,N,1,2012-04-23,,233
233271,CLARKES CREEK D/S DIVERSION WEIR,CLARKES CK DIV WEIR,,,,54,759080.80000000005,5843987.7000000002,UTM,-37.514595149999998,143.93133750000001,GDA94,,0,,N,N,1,2011-05-12,,233
233272,FELLMONGERS CREEK @ GONG GONG RES. H.G.,FELLMONGERS C AT RES,,,,54,759124.80000000005,5840255.7999999998,UTM,-37.548171119999999,143.93314749999999,GDA94,,0,,y,N,1,2011-03-01,,233
233273,BOUNDARY CREEK @ BARONGAROOK,BOUNDARY CK BARONGAR,,,,54,729923.5,5744889.5999999996,MGA94,-38.414676980000003,143.63348432999999,GDA94,,215,,N,N,1,2014-06-23,,233
233274,Fellmongers Creek @ U/S Gong Gong Reservoir,Fellmongers Ck,,,,54,759712.42099999997,5841547.7539999997,MGA94,-37.536375999999997,143.939334,GDA94,,0,,N,N,1,2017-06-23,,233
233275,Boundary Creek @ U/S Big Swamp,Boundary Ck U/S,,,,54,735028.19999999995,5743835.2999999998,,-38.422707042586559,143.69223091156348,GDA94,,0,,Y,N,1,,,0
233600,LAKE MURDEDUKE,LAKE MURDEDUKE,114,AHD,0,54,755573,5769909,UTM,-38.182386469999997,143.91787414999999,WGS84,9,0,1,Y,N,1,1980-02-01,,233
233603,REEDY LAKE AT CONNEWARRE,REEDY LK CONNEWERRE,,,,55,274821.00300000003,5767928.0199999996,MGA94,-38.208463500000001,144.4281478,GDA94,,0,,,N,1,2016-04-15,,233
233604,HOSPITAL SWAMP AT CONNEWARRE,HOSPITAL SWAMP CONNE,,,,55,272454.00199999998,5765454.0199999996,MGA94,-38.230142399999998,144.40034600000001,GDA94,,0,,,N,1,2016-04-18,,233
233605,GILES CREEK @ KIRKS RESERVOIR H.G,GILES CK @ KIRKS,,,,54,759291.55200000003,5839795.9139999999,MGA94,-37.552394,143.93521100000001,GDA94,,0,,N,N,1,2018-02-15,,233
233703,WURDIBOLUC INLET CHANNEL @ EAST BARWON OFFTAKE,WURDIBOLUC INLET CH,0,GAU,0,54,738157,5734197,UTM,-38.508641500000003,143.73130657999999,WGS84,9,0,0,Y,N,1,2000-07-25,,233
233704,CALLAHAN CHANNEL @ OFFTAKE,CALLAHAN CH @ O/TAKE,0,,0,54,740792,5735154,UTM,-38.499318510000002,143.76116458000001,WGS84,9,0,0,Y,N,1,2000-09-01,,233
233706,PINCOTT CHANNEL D/S PINCOTT RESERVOIR,PINCOTT CH D/S RES.,,,,54,760827.71600000001,5840228.125,UTM,-37.547939999999997,143.95240999999999,WGS84,1,0,1,N,N,1,1997-05-22,,233
233707,PINCOTT-WHITE SWAN CHANNEL U/S LONG HILL AQUADUCT,PINCOTT-W. SWANN CH.,,,,54,759505.11699999997,5841775.9730000002,ANG,-37.534379999999999,143.93691000000001,WGS84,1,0,1,N,N,1,2005-10-06,,233
233708,BEALE-PINCOTT CHANNEL @ KIERCES RD,BEALE-PINCOTT CH.,,,,54,762249.82200000004,5840165.5290000001,UTM,-37.548099999999998,143.96851000000001,WGS84,1,0,1,N,N,1,1997-05-22,,233
233709,MATTHEWS CHANNEL @ SYPHON,MATTHEWS CH @ SYPHON,0,,0,54,747425.77399999998,5742484.4570000004,UTM,-38.431519000000002,143.834563,WGS84,9,0,0,Y,N,1,2000-07-06,,233
233710,PENNYROYAL CHANNEL D/S OF OFFTAKE,PENNYROYAL C D/S O/T,0,,0,54,749562,5744926,UTM,-38.4089484,143.85814119,WGS84,9,152,9,Y,N,1,2000-07-06,,233
233711,WURDIBOLUC CHANNEL @ 8.5 MILE,WURDIBOLUC CH 8.5M,0,GAU,0,54,742541,5740586,UTM,-38.449947960000003,143.77931925999999,WGS84,9,150,9,Y,N,1,2000-07-06,,233
233712,WURDIBOLUC INLET CHANNEL @ 12 MILE,WURDIBOLUC 12 MIL,0,ARB,0,54,745360,5743212,UTM,-38.425540030000001,143.81066948,WGS84,9,0,0,Y,N,1,2000-08-02,,233
233718,BALLARAT STH WASTE WATER TREATMENT PLANT O/FALL,BALLARAT S WWTP O/F,,,,54,751125.09900000005,5833395.9639999997,AMG66,-37.612139999999997,143.84504999999999,WGS84,1,0,1,N,N,1,2001-08-29,,233
233723,WURDIBOLUC INLET CHANNEL @ DEWINGS SYPHON,WBIC AT DEWINGS SYPH,,,,54,741690.54399999999,5739097.5619999999,UTM,-38.463577000000001,143.77009699999999,WGS84,,0,,N,N,1,2014-07-16,,233
233724,DEWING'S CHANNEL @ WBIC JUNCTION,DEWING'S CH AT WBIC,,,,54,741412.80000000005,5738793.2999999998,MGA94,-38.466524409999998,143.76703240000001,GDA94,,0,,y,N,1,2015-01-13,,233
233801,RAINGAUGE (WEST BARWON R) @ WEST BARWON DAM,RG WEST BARWON R,0,,0,54,737045,5731690,UTM,-38.531505889999998,143.71941656999999,WGS84,9,0,1,Y,N,1,1995-05-11,,233
233802,RAINGAUGE MOUNT SABINE,R.G. MT SABINE,0,,0,54,737636,5721414,UTM,-38.623850169999997,143.72969074,WGS84,9,0,1,Y,N,1,1996-12-20,,233
233803,RAINGAUGE MOUNT COWLEY,R.G. MT COWLEY,0,,0,54,749264,5729503,UTM,-38.547852390000003,143.86021699,WGS84,9,0,1,Y,N,1,1996-12-20,,233
233813,RAINGAUGE @ BOONAH,R.G. BOONAH,0,,0,54,760023,5744518,UTM,-38.40963885,143.97795120999999,WGS84,9,0,0,Y,N,1,2000-05-29,,233
233814,RAINGAUGE @ BENWERIN,R.G. BENWERIN,0,,0,54,754145,5736497,UTM,-38.483522520000001,143.91361767000001,WGS84,9,0,0,Y,N,1,1999-04-09,,233
233815,RAINGAUGE @ BUNINYONG,R.G. BUNINYONG,0,,0,54,759582,5826394,UTM,-37.672820379999997,143.94323399999999,WGS84,9,0,0,Y,N,1,2000-05-29,,233
234200,WOADY YALOAK RIVER @ PITFIELD,WOADY YALOAK@PITFI'D,0,ARB,324,54,727619.59999999998,5812255,UTM,-37.808599000000001,143.58557999999999,WGS84,9,0,1,Y,N,1,1917-08-07,,234
234201,WOADY YALOAK RIVER @ CRESSY (YARIMA),WOADY YALOAK@CRESSY,0,,1158,54,732002,5789557,UTM,-38.011871530000001,143.64266019999999,WGS84,9,0,1,Y,Y,1,1955-05-08,,234
234203,PIRRON YALLOCK CREEK @ PIRRON YALLOCK (ABOVE H'WY BR.),PIRRON YAL'K @HWY BR,121.699,AHD,166,54,711410,5752133,UTM,-38.353894840000002,143.41943015000001,WGS84,9,0,1,Y,Y,1,1964-04-30,,234
234205,NO. 1 WATERWAY @ LAKE TERANGPOM,NO 1 WATERWAY,0,ARB,0,54,703252,5779116,UTM,-38.112799410000001,143.31840883000001,WGS84,9,0,1,Y,N,1,1963-07-30,,234
234209,DEAN CREEK @ LAKE COLAC,DEAN @ LAKE COLAC,0,ARB,49,54,723596,5753521,UTM,-38.338438689999997,143.55832482,WGS84,9,0,1,Y,N,1,1975-11-12,,234
234603,LAKE CORANGAMITE @ WOOL WOOL,L. CORANGAMITE WOOL,0,AHD,0,54,711504.66500000004,5766490.7390000001,UTM,-38.224589999999999,143.41622000000001,WGS84,9,112,9,Y,N,1,2003-05-27,,234
234605,LAKE GNARPURT @ GNARPURT,LAKE GNARPURT,0,AHD,0,54,712242,5783572,UTM,-38.07060697,143.41954749999999,WGS84,9,0,1,Y,N,1,1966-08-01,,234
234606,LAKE COLONGULAC @ CAMPERDOWN,LAKE COLANGULAC,0,AHD,0,54,688277,5769980,UTM,-38.198326649999998,143.15012629,WGS84,9,0,1,Y,N,1,1965-04-30,,234
234607,LAKE GNOTUK @ CAMPERDOWN,LAKE GNOTUK,0,AHD,0,54,683790,5766708,UTM,-38.228722900000001,143.09976377999999,WGS84,9,0,1,Y,N,1,1964-12-18,,234
234608,LAKE BULLEM MERRI @ CAMPERDOWN (SOUTH END),LAKE BULLEN MERRI,0,AHD,0,54,683601,5763146,UTM,-38.260842420000003,143.09852834,WGS84,9,0,1,Y,N,1,1978-05-04,,234
234609,LAKE TOOLIOROOK @ LISMORE,LAKE TOOLIOROOK,0,AHD,0,54,700628,5794148,UTM,-37.978013840000003,143.284288,WGS84,9,0,1,Y,N,1,1965-07-19,,234
234610,LAKE BOOKAR @ CAMPERDOWN,LAKE BOOKAR,0,,0,54,684509,5776360,UTM,-38.141645179999998,143.10546843,WGS84,9,0,1,Y,N,1,1979-07-20,,234
234611,LAKE KARIAH @ CAMPERDOWN,LAKE KARIAH,0,AHD,0,54,693926,5772855,UTM,-38.17123599,143.21381004,WGS84,9,0,1,Y,N,1,1979-07-20,,234
234801,RAINGAUGE (LAKE COLAC) @ COLAC,R.G. COLAC,,,,54,726384.69999999995,5753417.2000000002,MGA94,-38.338839999999998,143.59028000000001,GDA94,,0,,,N,1,2016-01-29,,234
235202,GELLIBRAND RIVER @ UPPER GELLIBRAND,GELLIBRAND @ GELLI.,0,ARB,53,54,731446,5728372,UTM,-38.562849370000002,143.65634815999999,WGS84,9,0,1,Y,Y,1,1949-08-25,,235
235203,CURDIES RIVER @ CURDIE,CURDIES @ CURDIE,3.8969999999999998,AHD,790,54,671064,5742982,UTM,-38.444980549999997,142.9601945,WGS84,9,15,9,Y,Y,1,1955-10-05,,235
235204,LITTLE AIRE CREEK @ BEECH FOREST,LITTLE AIRE @ BEECH,0,ARB,11,54,720083,5718476,UTM,-38.654830500000003,143.52918148000001,WGS84,9,420,9,Y,N,1,1955-04-14,,235
235205,ARKINS CREEK WEST BRANCH @ WYELANGTA,ARKINS @ WYELANGTA,343.04500000000002,AHD,4.4299999999999997,54,712640,5720374,UTM,-38.639559220000002,143.44313969000001,WGS84,9,0,1,Y,Y,1,1958-02-13,,235
235209,AIRE RIVER @ BEECH FOREST,AIRE @ BEECH FOREST,0,ARB,21,54,724574,5716833,UTM,-38.668494989999999,143.58127493000001,WGS84,9,297,9,Y,Y,1,1964-03-12,,235
235210,LARDNER CREEK @ GELLIBRAND,LARDNER @ GELLIBRAND,65.248999999999995,AHD,52,54,721780,5731882,UTM,-38.533712700000002,143.54439882,WGS84,9,0,1,Y,N,1,1964-06-18,,235
235211,KENNEDYS CREEK @ KENNEDYS CREEK,KENNEDYS @ KENNEDYS,0,ARB,268,54,696535,5726391,UTM,-38.589093949999999,143.25654019999999,WGS84,9,0,1,Y,Y,1,1964-06-17,,235
235216,CUMBERLAND RIVER @ LORNE,CUMBERLAND @ LORNE,0,ARB,38,54,756757,5726523,UTM,-38.572541319999999,143.94718864000001,WGS84,9,0,1,Y,Y,1,1966-05-01,,235
235219,AIRE RIVER @ WYELANGTA,AIRE @ WYELANGTA,0,ARB,90,54,715422,5713234,UTM,-38.7031718,143.47729189,WGS84,9,0,1,Y,N,1,1967-03-29,,235
235222,SALT CREEK @ ALCOA,ANGLESEA @ ANGLESEA,0,ARB,52,55,253472,5747581,MGA94,-38.386024853085488,144.17748145464964,GDA94,1,0,1,N,N,1,1967-06-08,,235
235224,GELLIBRAND RIVER @ BURRUPA,GELLIBRAND @ BURRUPA,1.0980000000000001,AHD,1046,54,695504,5713931,UTM,-38.701522969999999,143.24821610000001,WGS84,9,0,1,Y,Y,1,1969-03-20,,235
235225,GELLIBRAND RIVER @ CARLISLE RIVER (PUMPING STATION),GELLIBRAND @CARLIS.P,0,,495,54,706301.98999999999,5729478.9460000005,,-38.559074000000003,143.367681,WGS84,1,0,1,N,N,1,1969-12-01,,235
235227,GELLIBRAND RIVER @ BUNKERS HILL,GELLIBRAND @ BUNKERS,49.783000000000001,AHD,311,54,716447.56599999999,5733095.4979999997,UTM,-38.524099999999997,143.4829,WGS84,9,0,1,Y,Y,1,1970-03-10,,235
235232,PAINKALAC CREEK @ PAINKALAC CREEK DAM,PAINKALAC CREEK DAM,18.577999999999999,AHD,36,55,244326,5741054,UTM,-38.442070780000002,144.07053536000001,WGS84,9,0,1,Y,N,1,1974-03-26,,235
235233,BARHAM RIVER EAST BRANCH @ APOLLO BAY PARADISE,BARHAM EAST @ APOLLO,0,ARB,43,54,728101,5707121,UTM,-38.755023960000003,143.62497304999999,WGS84,9,0,1,Y,N,1,1977-10-12,,235
235234,LOVE CREEK @ GELLIBRAND,LOVE @ GELLIBRAND,90.924000000000007,AHD,75,54,724325,5737426,UTM,-38.483162249999999,143.57179241,WGS84,9,0,1,Y,Y,1,1979-05-02,,235
235237,SCOTTS CREEK @ CURDIE (DIGNEYS BRIDGE),SCOTTS @ CURDIE,6.827,AHD,361,54,673554,5742621,UTM,-38.44770604,142.98881080000001,WGS84,9,0,1,Y,Y,1,1982-04-27,,235
235249,WEST GELLIBRAND RESERVOIR @ SPILLWAY,W GELLIBRAND SPILL'Y,339.99900000000002,AHD,0,54,731067,5724368,UTM,-38.598993139999997,143.65332942000001,WGS84,9,0,0,Y,N,1,1999-06-21,,235
235250,OLANGOLAH WEIR @ SPILLWAY,OLANGOLAH WEIR,0,GAU,0,54,733535,5722851,UTM,-38.612003469999998,143.68214932999999,WGS84,9,0,0,Y,N,1,1999-06-22,,235
235255,THOMPSON CREEK @ GHAZEEPORE,THOMPSON C GHAZEEPOR,0,ARB,184,55,263241,5760738,UTM,-38.270087940000003,144.29363577000001,WGS84,9,0,1,Y,N,1,1994-07-26,,235
235256,ST. GEORGE RIVER @ ALLENVALE RESERVOIR (H.G.),ALLENVALE RES H.G.,0,AHD,0,54,756682,5730371,UTM,-38.537930690000003,143.94491432000001,WGS84,9,0,0,Y,N,1,1999-03-26,,235
235257,PAINKALAC CREEK @ U/S PAINKALAC DAM,PAINKALAC DAM,0,GAU,0,55,242163,5741639,UTM,-38.436183679999999,144.04599725,WGS84,9,0,0,Y,N,1,1999-03-25,,235
235258,GELLIBRAND RIVER D/S SOUTH OTWAY PUMPS BRIDGE,GELLIBRAND R OTWAY,0,GAU,0,54,697075,5721317,ANG,-38.634665009999999,143.26417219999999,AGD66,1,0,1,N,N,1,1998-01-08,,235
235260,ANGLESEA RIVER (MARSHY CREEK) @ ALCOA,,,,,55,253092,5747162,MGA94,-38.389691602862236,144.17298876353473,GDA94,,0,,N,N,1,,,235
235264,PAIKALAC CREEK @ PAINKALAC RES. H.G.,PAINKALAC RES HG,0,AHD,0,55,244038,5740993,UTM,-38.442537289999997,144.06721726999999,WGS84,9,0,0,Y,N,1,2003-12-10,,235
235265,MARINGO BASIN @ MARINGO RES. H.G.,MARINGO BASIN H.G.,0,,0,54,730692,5704358,UTM,-38.77922324,143.65568309,WGS84,9,0,1,Y,N,1,2002-05-01,,235
235266,GELLIBRAND RIVER D/S WEST GELLIBRAND DAM,GELLIBRAND R D/S DAM,0,ARB,0,54,731200,5725047,UTM,-38.592845990000001,143.65462984000001,WGS84,9,0,0,Y,N,1,2004-09-30,,235
235267,OLANGOLAH CREEK D/S OLANGOLAH RESERVOIR,OLANGOLAH C D/S RES.,0,ARB,0,54,733398,5723139,UTM,-38.609446929999997,143.68048095,WGS84,9,0,1,Y,N,1,2004-09-30,,235
235268,CURDIES RIVER @ PETERBOROUGH,CURDIES @ PETERB'RGH,0,ARB,0,54,662313,5729965,UTM,-38.563818089999998,142.86299735,WGS84,9,5,9,Y,N,1,2008-10-03,,235
235269,GELLIBRAND RIVER @ PRINCETOWN,GELLIBRAND @ PRNCTWN,0,AHD,0,54,687424,5714665,UTM,-38.69666221,143.15516328999999,WGS84,9,3,9,Y,N,1,2008-11-01,,235
235270,UPPER ANGLESEA RIVER (V-NOTCH) @ AARC,,,,,55,247044,5753546,MGA94,-38.330540567909956,144.10611246960991,GDA94,,0,,N,N,1,,,235
235271,UPPER ANGLESEA RIVER (POOL) @ AARC,,,,,55,246682,5753606,MGA94,-38.329898291133489,144.10199750897539,GDA94,,0,,N,N,1,,,235
235272,ANGLESEA WETLANDS @ ALLARDYLE TRACK,,,,,55,253041,5748034,MGA94,-38.381828383814685,144.17271131962605,GDA94,,0,,N,N,1,,,235
235273,BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,,,,,55,243434,5747656,MGA94,-38.382527499364492,144.06271994491391,GDA94,,0,,N,N,1,,,235
235274,BREAKFAST CREEK TRIBUTARY @ V-NOTCH,,,,,55,242895,5748151,MGA94,-38.377917585447726,144.05673744624872,GDA94,,0,,N,N,1,,,235
235275,SALT CREEK (POOL) ABOVE SWAMP @ DENHAM TRACK,,,,,55,245571,5746837,MGA94,-38.390509249696109,144.0868599414018,GDA94,,0,,N,N,1,,,235
235276,SALT CREEK @ DENHAMS TRACK,,,,,55,245536,5746838,MGA94,-38.390490292945124,144.08646004221941,GDA94,,0,,N,N,1,,,235
235277,ANGLESEA RIVER @ GUMFLATS ROAD,,,,,55,250783,5751988,MGA94,-38.345611773293818,144.14828820238904,GDA94,,0,,N,N,1,,,235
235278,ANGLESEA RIVER @ GREAT OCEAN ROAD BRIDGE,ANGLESEA R GR OCEAN,,,,55,254291,5745475,UTM,-38.405074089999999,144.1861279,GDA94,,0,,Y,N,1,2011-10-14,,235
235279,APOLLO BAY BASIN,APOLLO BAY BASIN,,,,54,730560.30000000005,5705922.9000000004,UTM,-38.76517046,143.6536462,GDA94,,0,,N,N,1,2014-05-19,,235
235280,ANGLESEA SWAMP @ VEGETATION SITE P7 TRANSECT,,,,,55,252903,5750702,MGA94,-38.357774750094713,144.17206873051441,GDA94,,0,,N,N,1,,,235
235600,LAKE PURRUMBETE @ CAMPERDOWN,LAKE PURRUMBETE,15,ARB,0,54,694176.65700000001,5759379.4850000003,UTM,-38.292538999999998,143.220358,WGS84,9,0,1,Y,N,1,1965-07-22,,235
235801,RAIN GAUGE @ AV2,,,,,55,253085,5747168,MGA94,-38.389635662775866,144.17291081061555,GDA94,,0,,N,N,1,,,235
235805,RAIN GAUGE @ AARC,,,,,55,246908,5752852,MGA94,-38.336748770064787,144.1043096316919,GDA94,,0,,N,N,1,,,235
235806,RAIN GAUGE @ BREAKFAST CREEK,,,,,55,243333,5747488,MGA94,-38.384010604622169,144.06150383182731,GDA94,,0,,N,N,1,,,235
236202,HOPKINS RIVER @ WICKLIFFE,HOPKINS @ WICKLIFFE,197.62299999999999,AHD,1347,54,652038,5826564,UTM,-37.69542079,142.72451190000001,WGS84,9,0,1,Y,N,1,1920-06-10,,236
236203,MOUNT EMU CREEK @ SKIPTON,MOUNT EMU @ SKIPTON,270.48000000000002,,1251,54,708099,5826199,UTM,-37.687698560000001,143.36006737,WGS84,9,0,1,Y,N,1,1920-06-15,,236
236204,FIERY CREEK @ STREATHAM,FIERY @ STREATHAM,236.221,AHD,956,54,682157.64399999997,5827608.8169999998,UTM,-37.680520000000001,143.06569999999999,WGS84,9,0,1,Y,N,1,1920-06-04,,236
236205,MERRI RIVER @ WOODFORD,MERRI @ WOODFORD,0,GAU,899,54,629661,5757969,UTM,-38.316882579999998,142.48307969999999,WGS84,9,12,9,Y,Y,1,1948-08-01,,236
236209,HOPKINS RIVER @ HOPKINS FALLS,HOPKINS @ HOPKINS F.,0,ARB,8355,54,642039,5755706,UTM,-38.335437319999997,142.6251911,WGS84,9,0,1,Y,Y,1,1955-05-23,,236
236210,HOPKINS RIVER @ FRAMLINGHAM,HOPKINS @FRAMLINGHAM,0,ARB,5157,54,649033,5765747,UTM,-38.243794219999998,142.7030202,WGS84,9,0,1,Y,N,1,1955-06-10,,236
236212,BRUCKNELL CREEK @ CUDGEE,BRUCKNELL @ CUDGEE,14.146000000000001,AHD,223,54,644355,5754492,UTM,-38.345967709999996,142.65191626999999,WGS84,9,0,1,Y,N,1,1965-06-04,,236
236213,MOUNT EMU CREEK @ MENA PARK,MOUNT EMU @MENA PARK,0,AHD,452,54,717827.35600000003,5843415.8870000001,UTM,-37.5304,143.46518,WGS84,9,0,1,Y,N,1,1966-12-14,,236
236215,BURRUMBEET CREEK @ LAKE BURRUMBEET,BURRUMBEET @ LAKE,0,ARB,166,54,736437.94499999995,5843559.9800000004,UTM,-37.524520000000003,143.67554999999999,WGS84,9,0,1,N,Y,1,1975-12-03,,236
236216,MOUNT EMU CREEK @ TAROON (AYRFORD ROAD BRIDGE),MOUNT EMU @ TAROON,93.358000000000004,AHD,2877,54,664494,5758581,UTM,-38.305592150000003,142.8812902,WGS84,9,0,1,Y,Y,1,1977-10-10,,236
236219,HOPKINS RIVER @ ARARAT,HOPKINS R @ ARARAT,0,ARB,258,54,672030.89199999999,5868315.5300000003,UTM,-37.315772000000003,142.94140300000001,WGS84,9,0,1,Y,N,1,1989-05-31,,236
236228,MUSICAL GULLY CREEK @ MUSICAL GULLY RESERVOIR H.G.,MUSICAL GULLY RES.,,,,54,710646,5860529,UTM,-37.37794925,143.3790836,WGS84,9,445,9,N,N,1,2009-06-25,,236
